Church Name,City,State,Country,Phone,Email,Website,Church Admin Title,Church Admin Name,
Christ Central Buffalo,Cheektowaga,NY,United States ,716-395-6574,session@christcentralbuffalo.com,www.christcentralbuffalo.com,Rev,Christopher Jhu ,
Church of the Redeemer,Cortland,NY,United States ,607-753-9532,info@redeemercortland.com,www.redeemercortland.com,Rev,Jared Hoyt ,
Reformed Presbyterian Church,Duanesburg,NY,United States ,518-895-2448,duanesburchurch@gmail.com,www.duanesburgchurch.org,Rev,Anthony Gorsuch ,
Immanuel Presbyterian Church,Floral Park,NY,United States ,646-599-5941,Church1221@soapboxsuperapp.com,-,Rev,Soo Yeol Park ,
Barun Presbyterian Church,Flushing,NY,United States ,718-747-4881,Church1222@soapboxsuperapp.com,-,Rev,Hyochul Yu ,
King's Cross Church,Flushing,NY,United States ,-,info@kingscrossnyc.org,kingscrossnyc.org,Rev,Robert Calabretta ,
Living Faith Community Church,Flushing,NY,United States ,516-321-9696,steve@lfcc.net,www.lfcc.net,Rev,Stephen J Ro,
Water Gate Presbyterian Church of New York,Flushing,NY,United States ,9174949536,davidsuh@earthlink.net,-,-, ,
Ascension Church,Forest Hills,NY,United States ,718-607-5938,info@ascensionforesthills.org,ascensionforesthills.org,Rev,Michael Kytka ,
New Heart Mission Church,Hicksville,NY,United States ,516-261-9641,nhmcny@gmail.com,www.newheartmissionchurch.org,Rev,Paul Minchul Chung ,
New Life Presbyterian Church,Ithaca,NY,United States ,607-277-8398,info@newlifepres.com,www.newlifeithaca.org,Dr,Timothy LeCroy ,
Affirmation Presbyterian Church,Katonah,NY,United States ,914-232-0546,church@affirmationpca.com,www.affirmationpca.com,Rev,William Spanjer ,
Gospel Center Church,Little Neck,NY,United States ,917-807-6700,thetruthsetmefree@gmail.com,www.gospel-center-church.org,Rev,David Yi ,
Comunidade Crista Presbiteriana - Mineola,Mineola,NY,United States ,516-877-8090,ccpmineola@gmail.com,-,Rev,Eliel Assis ,
Trinity Presbyterian Church,Mt. Kisco,NY,United States ,914-967-6247,info@trinitychurch.cc,www.trinitychurchny.com,Dr,Craig R Higgins,
City On A Hill Church NYC,New York,NY,United States ,-,info@cityonahill.nyc,www.cityonahill.nyc,Rev,Jay L Harvey III,
Emmanuel Presbyterian Church,New York,NY,United States ,212-870-3185,office@emmanuelnyc.org,www.emmanuelnyc.org,Rev,Scott Strickman ,
Exilic Church,New York,NY,United States ,949-413-2755,aaron@exilic.com,www.exilic.com,Rev,Aaron Justice Chung ,
Redeemer East Harlem,New York,NY,United States ,917-206-1375,eastharlem@redeemer.com,www.reh.nyc,Rev,Justin Adour ,
Redeemer Lincoln Square,New York,NY,United States ,917-206-1374,lsq@redeemer.com,redeemerlsq.com,Dr,Michael Keller ,
Redeemer Presbyterian Church Downtown,New York,NY,United States ,-,Church1238@soapboxsuperapp.com,downtown.redeemer.com,Rev,Peter Nicholas ,
Redeemer Presbyterian Church East Side,New York,NY,United States ,212-808-4460,info@redeemer.com,eastside.redeemer.com,Rev,Crawford Michael Stevener ,
Redeemer Presbyterian Church West Side,New York,NY,United States ,917-206-1372,hello@redeemerws.com,redeemerws.com,Rev,Bijan Mirtolooi ,
Storefront Church-Mission,New York,NY,United States ,917-568-9940,david@storefront.church,www.storefront.church,Rev,David Plant ,
The Well - Mission Church,New York,NY,United States ,-,aaronbjerke@gmail.com,thewellnyc.life,Rev,Aaron Bjerke ,
Uptown Community Church,New York,NY,United States ,-,admin@uptowncommunitychurch.com,www.uptowncommunitychurch.com,Rev,Reyn Cabinte ,
Savior Presbyterian Church,Oakland Gardens,NY,United States ,929-225-0656,mysaviorchurch@gmail.com,www.mysaviorchurch.com,Rev,Yohan Jung ,
North Shore Community Church,Oyster Bay,NY,United States ,516-922-7322,office@nscc.live,nscc.live,Rev,James Kessler ,
Christ's Church Hudson Valley,Pine Bush,NY,United States ,731-697-3178,jchiarot23@yahoo.com,www.christschurchhv.org,-, ,
Sekwang Korean Presbyterian Church,Pleasantville,NY,United States ,914-874-3606,nyskc@gmail.com,nysekwang.org,Rev,Min Young Lee ,
Redeemer Reformed Presbyterian Church,Queensbury,NY,United States ,518-798-9794,nsuffern@gmail.com,www.redeemerreformed.info,Rev,Edward W B,
Comunidade Crista Presbiteriana - Riverhead,Riverhead,NY,United States ,516-877-8090,ccpmineola@gmail.com,-,-, ,
Grace Church,Rochester,NY,United States ,585-445-8225,office@gracechurchpca.com,gracechurchpca.com,Rev,Marc Swan ,
New City Fellowship Beechwood,Rochester,NY,United States ,585-431-6554,admin@ncfbeechwood.org,www.ncfbeechwood.org,Rev,Chris Holdridge ,
Westminster Presbyterian Church,Rock Tavern,NY,United States ,845-496-7971,office@westminsterchurch-ny.org,www.westminsterchurch-ny.org,-, ,
First Presbyterian Church,Schenectady,NY,United States ,518-374-4546,fpcofficeschdy@gmail.com,fpcschdy.org,Dr,Mark J Dunn,
Stony Brook Antioch Church,Stony Brook,NY,United States ,-,Church1254@soapboxsuperapp.com,-,-, ,
New Hope Presbyterian Church,Vestal,NY,United States ,607-757-2777,newhopevestal@gmail.com,newhopevestal.org,Rev,Alexander Howarth ,
Grace Presbyterian Church,Water Mill,NY,United States ,631-726-6100,contact@gracehamptons.org,www.gracehamptons.org,Rev,Mark Charles Middlekauff ,
Grace Presbyterian Church,Watertown,NY,United States ,315-290-2004,gracepreswt@gmail.com,gracepcawatertown.org,Rev,Frank Ellis Jr ,
Presbyterian Church of Wellsville,Wellsville,NY,United States ,585-593-5069,pastortompcw@yahoo.com,www.wellsvillepca.org,Rev,Tom Kristoffersen ,
Faith Church of Westchester,White Plains,NY,United States ,914-843-0765,Church1259@soapboxsuperapp.com,-,Rev,Jisup Kim ,
Covenant Church,Whitestone,NY,United States ,718-352-8646,covenantchurchpca@gmail.com,www.covenantchurchpca.com,-, ,
New York Kwang Yeom Presbyterian,Whitestone,NY,United States ,347-535-2344,jabumgu@gmail.com,-,Rev,Jabum Gu ,
Korean Presbyterian Church of Southern New York,Woodside,NY,United States ,718-639-8383,Church1262@soapboxsuperapp.com,-,Rev,Samuel Sang Il Park ,
Korean Central Presbyterian Church of Cincinnati,Blue Ash,OH,United States ,513-432-0901,cincykcpc@gmail.com,www.cincinnatikcpc.com,Rev,Wonsub Shim ,
Cornerstone Presbyterian Church,Boardman,OH,United States ,330-758-5628,info@cpcboardman.org,cpcboardman.org,Rev,Mark A Bell,
Christ Community Church,Cincinnati,OH,United States ,859-285-7080,eric@christcincy.org,christcincy.org,Rev,Eric Shrimpton ,
Faith Presbyterian Church,Cincinnati,OH,United States ,513-231-1399,matt@faithpca.org,www.faithpca.org,Rev,Matthew A Cadora,
New City Presbyterian Church,Cincinnati,OH,United States ,513-512-5759,amy.samad@newcitycincy.org,www.newcitycincy.org,Rev,Joshua Reitano ,
North Cincinnati Community Church,Cincinnati,OH,United States ,513-229-0190,info@northcincy.org,www.northcincy.org,Rev,Matt May ,
Saint John the Beloved,Cincinnati,OH,United States ,614-832-9831,billy@stjohncincy.org,www.stjohncincy.org,Rev,Billly Otten ,
The Heights Presbyterian Church,Cleveland,OH,United States ,-,Church1270@soapboxsuperapp.com,www.heightspres.org,Rev,Duane Davis ,
Grace Central Presbyterian Church,Columbus,OH,United States ,614-285-7060,office@heightspres.org,www.gracecentral.org,Rev,Joseph Mills ,
South Dayton Presbyterian Church,Dayton,OH,United States ,937-433-1022,elders@gracecentral.org,www.sdpc.org,Rev,Michael Littell ,
Northwest Presbyterian Church,Dublin,OH,United States ,614-799-2300,office@sdpc.org,www.npcdublin.org,Rev,Dave H Schutter,
First Evangelical Presbyterian Church,East Liverpool,OH,United States ,330-385-3682,office@npcdublin.org,feppca.org,Rev,Greg Mead ,
Walnut Creek Presbyterian Church,Gahanna,OH,United States ,614-337-9200,first_ep@sbcglobal.net,www.wcpc.org,Rev,Jonathan Robson ,
The Granville Chapel,Granville,OH,United States ,740-503-3941,info@wcpc.org,www.thegranvillechapel.com,Rev,Dan Layman ,
Living Hope PCA,Hamilton,OH,United States ,513-204-9607,office@thegranvillechapel.com,www.livinghopepca.org,Rev,Chad William Grindstaff ,
Grace Presbyterian Church of the Western Reserve,Hudson,OH,United States ,330-650-6548,info@livinghopepca.org,www.gracechurchpca.org,Dr,Rhett P Dodson,
Redeemer Church (PCA),Hudson,OH,United States ,330-656-5787,gracechurch@gracechurchpca.org,www.redeemerohio.org,Rev,Scott R Wright,
Christ Presbyterian Church,Kent,OH,United States ,330-656-5787,office@redeemerohio.org,www.christpreskent.com,Rev,Jacob Piland ,
Redeemer Church,Mason,OH,United States ,513-237-4717,jacob@christpreskent.com,www.redeemercincy.com,Rev,Marc A Champagne,
Story Church,Mayfield Heights,OH,United States ,614-507-0106,info@redeemercincy.com,www.storychurchmayfield.com,Rev,Jeremy King ,
Harvest Presbyterian Church,Medina,OH,United States ,330-723-0770,jeremyk@storychurchmayfield.com,harvestpca.church,Rev,Seth Young ,
Trinity Church PCA,North Canton,OH,United States ,330-354-3499,office@harvestpca.com,trinitychurchohio.org,Rev,Christopher Lee Hutchings ,
Stonebridge Presbyterian Church,Perrysburg,OH,United States ,419-872-8556,trinitychurchohio@gmail.com,www.stonebridgepres.org/,Rev,Taylor Hugh Wright ,
King's Cross Community Church,Springboro,OH,United States ,615-878-8840,office@stonebridgepres.org,www.kingscrosscommunity.com,Rev,Casey Ross Cramer ,
Veto Presbyterian Church,Vincent,OH,United States ,740-993-0500,casey@kingscrosscommunity.com,vetopca.org,Rev,John Fitzgerald Fennell ,
Zion Reformed Church,Winesburg,OH,United States ,330-359-5733,vetopcachurch@gmail.com,www.zcpca.org,Rev,Brett Barkley ,
Hope Presbyterian Church,Bartlesville,OK,United States ,918-766-5109,brett@zcpca.org,hopepresbyterian.church,Rev,Peter Johnson ,
Christ Presbyterian Church of Claremore,Claremore,OK,United States ,918-342-5134,peterjohnson@hopepresbyterian.church,-,Rev,David Schwenk ,
Heritage Presbyterian Church,Edmond,OK,United States ,405-752-2270,Church1291@soapboxsuperapp.com,www.heritagepca.org,Rev,Dr Michael W,
Redeemer Presbyterian Church,Edmond,OK,United States ,-,cwooten04@gmail.com,www.redeemerpcaedmond.org,Rev,Clay Wooten ,
Three Rivers Church (PCA),Grove,OK,United States ,918-801-7525,Church1293@soapboxsuperapp.com,3riverspca.com,Rev,Spencer Murphy ,
Na Nu Rie Presbyterian Church of Lawton,Lawton,OK,United States ,217-637-8889,Church1294@soapboxsuperapp.com,-,Rev,Yong Ho Chai ,
First Reformed Presbyterian Church,Minco,OK,United States ,405-385-9818,jason@frpcminco.org,www.frpcminco.org,Rev,Jason Averill ,
Christ the King Presbyterian Church,Norman,OK,United States ,405-237-9285,mikebiggs@ctknorman.org,www.ctknorman.org,Rev,Martin S C,
City Presbyterian Church,Oklahoma City,OK,United States ,-,Church1297@soapboxsuperapp.com,www.citypresokc.com,Rev,Jason Hsu ,
King's Cross Church,Oklahoma City,OK,United States ,405-788-7267,office@kingscrossokc.com,kingscrossokc.com,Rev,Casey Shutt ,
Trinity Presbyterian Church,Owasso,OK,United States ,918-516-2772,connections@trinityowasso.com,www.trinityowasso.com,Rev,Blake A Altman,
Shawnee Presbyterian Church,Shawnee,OK,United States ,405-612-2784,matt@shawneepresok.com,www.shawneepresok.com,Rev,Matt Wiley ,
Grace Presbyterian Church,Stillwater,OK,United States ,405-334-9411,admin@gracestillwater.com,www.gracestillwater.com,Rev,Wilson Van Hooser ,
Christ Presbyterian Church,Tulsa,OK,United States ,918-749-1629,info@christpresbyterian.church,www.christpresbyterian.church,Rev,Jeremy Fair ,
Grace & Peace Presbyterian Church,Tulsa,OK,United States ,918-200-9169,info@graceandpeacetulsa.com,graceandpeacetulsa.com,Rev,Shane Hatfield ,
New City Fellowship,Tulsa,OK,United States ,539-204-4704,caleb.long@newcitytulsa.com,www.newcitytulsa.com,Rev,Caleb Long ,
RiverOaks Presbyterian Church,Tulsa,OK,United States ,918-346-4850,rjones@riveroakstulsa.com,www.riveroakstulsa.com,Rev,Ricky Dean Jones ,
Grace Valley Church,Dundas,ON,Canada,289-858-1577,office@gracevalleychurch.ca,www.gracevalleychurch.ca/,Rev,Paul Martin Vanden Brink ,
New City Church,Hamilton,ON,Canada,888-908-6293,office@newcityhamilton.com,www.newcityhamilton.com,Rev,Moses Dong Seung Lee ,
KW Redeemer,Kitchener,ON,Canada,519-279-6834,info@kwredeemer.com,kwredeemer.com,Rev,Paul Michael Dunk ,
New City Church Newmarket,Newmarket,ON,Canada,289-264-3866,info@newcitynewmarket.ca,www.newcitynewmarket.ca,Rev,Albert Kooy ,
Resurrection Church,Ottawa,ON,Canada,613-402-0079,jben.jolliffe@gmail.com,www.resurrectionchurch.ca/,Rev,Ben Jolliffe ,
Providence Community Church,St. Catharines,ON,Canada,289-273-2477,providenceniagara@gmail.com,www.providencecommunitychurch.ca/,Rev,James Quadrizius ,
Sojourn Community Church,Stoney Creek,ON,Canada,-,phil@sojournlife.ca,sojournlife.ca/,Rev,Philip Emile Tadros ,
Christ Church Toronto,Toronto,ON,Canada,416-880-0506,kyle@christchurchtoronto.ca,www.christchurchtoronto.ca,Rev,Kyle Hackmann ,
Grace Toronto Church,Toronto,ON,Canada,416-860-0895,office@gracetoronto.ca,www.gracetoronto.ca,Rev,Daniel MacDonald ,
Grace Toronto Japanese Mission,Toronto,ON,Canada,905-962-3986,gracetorontojapanesechurch@gmail.com,gracetorontojapanesechurch.com/,Rev,John J H,
The Vine Presbyterian Church,Toronto,ON,Canada,647-216-8535,office@gracewest.to,www.gracewest.to/,Rev,Kiernan Stringer ,
Oregon Eden Presbyterian Church,Aloha,OR,United States ,503-848-8168,Church1317@soapboxsuperapp.com,www.oregoneden.org,Rev,Junghoon Won ,
Eden Community Church,Beaverton,OR,United States ,-,Church1318@soapboxsuperapp.com,-,-, ,
Evergreen Presbyterian Church,Beaverton,OR,United States ,503-626-1520,evergreenpca@gmail.com,www.evergreenpca.com,Rev,Adam Parker ,
City Church,Eugene,OR,United States ,541-246-3556,office@citychurcheugene.org,citychurcheugene.com,Rev,Robert Titus Cord Jr ,
Ascension Presbyterian Church,Hillsboro,OR,United States ,503-893-9272,contact@ascensionpc.org,www.ascensionpc.org,Rev,Eric Costa ,
Chehalem Valley Presbyterian Church,Newberg,OR,United States ,-,info@cvpchurch.com,www.cvpchurch.com,Rev,Michael Awtry ,
Oaks Parish,Portland,OR,United States ,503-974-6611,bryan@oaksparish.org,www.oaksparish.org,Rev,Bryan Buck ,
Evergreen Presbyterian Church,Salem,OR,United States ,503-371-1177,admin@evergreensalem.org,evergreensalem.org,Rev,Christopher Bechtel ,
West Valley Presbyterian Church,Alburtis,PA,United States ,610-421-8066,office@westvalleypres.org,www.westvalleypres.org,Rev,Mark Howard ,
Christ Reformed Church,Alexandria,PA,United States ,814-669-4135,crcalexandria@gmail.com,www.crcalexandria.org,Rev,Angelo Valle ,
New Life Presbyterian Church of Hopewell Township,Aliquippa,PA,United States ,724-378-4389,pastorjared@newlifehopewell.com,www.newlifehopewell.com,Rev,Jared Nelson ,
Lehigh Valley Presbyterian Church,Allentown,PA,United States ,267-831-7004,info@lvpca.org,www.lvpca.org,Rev,Matt Franchetti ,
Hope MontCo,Ambler,PA,United States ,484-681-2829,admin@hopemontco.org,hopemontco.org,-, ,
Sarang Nanum Community Church,Ambler,PA,United States ,267-474-0740,sswhara@hotmail.com,-,Rev,Seogwoo Sun ,
City Line Church,Bala Cynwyd,PA,United States ,-,office@citylinechurch.net,www.citylinechurch.net,Rev,Ryan Egli ,
Chapel Presbyterian Church,Beaver,PA,United States ,724-495-0297,info@chapelpca.com,www.chapelpca.com,Rev,Thomas J Stein Jr,
Christ Presbyterian Church,Beaver Falls,PA,United States ,724-843-1423,Church1333@soapboxsuperapp.com,christpca.com,Rev,Scott P Moreland,
Bellefonte Presbyterian Church,Bellefonte,PA,United States ,321-693-9198,Church1334@soapboxsuperapp.com,-,Rev,Owen Hughes ,
Laurel Highlands Presbyterian Church,Bovard,PA,United States ,724-834-4595,info@lhpca.org,www.lhpca.org,Rev,Adrian Armel ,
Proclamation Presbyterian Church,Bryn Mawr,PA,United States ,610-520-9500,info@proclamation.org,www.proclamation.org,-, ,
Renewal Presbyterian Church of the Main Line,Bryn Mawr,PA,United States ,-,contact@renewalmainline.org,www.renewalmainline.org,-, ,
Middlesex Presbyterian Church,Butler,PA,United States ,724-586-7096,Church1338@soapboxsuperapp.com,www.middlesexpca.org,Rev,Kevin M Bowen,
Westminster Presbyterian Church,Butler,PA,United States ,724-283-4204,office@westminsterpca.com,www.westminsterpca.com,Rev,Dwight Dunn ,
Carlisle Reformed Presbyterian Church,Carlisle,PA,United States ,717-249-5675,office@carlislepca.org,www.carlislepca.org,Rev,Matt T Purdy,
Greene Valley Presbyterian Church,Carmichaels,PA,United States ,724-966-5291,gvpca5291@hotmail.com,www.greenevalleypca.com,Rev,P Keith Larson,
Cornerstone Presbyterian Church,Center Valley,PA,United States ,610-282-5683,office@cornerstonepres.org,cornerstonepres.org,Rev,Daniel Ledford ,
Redeemer Presbyterian Church,Chambersburg,PA,United States ,717-288-7814,jeff@redeemerchurchpca.com,www.redeemerchurchpca.com,Rev,Jeff Cottone ,
Cheltenham Presbyterian Church,Cheltenham,PA,United States ,215-635-6543,revdenniskim@gmail.com,www.chkpc.net,Rev,Dennis Sungsoo Kim ,
Olive Street Presbyterian Church,Coatesville,PA,United States ,610-466-7640,church@olivestreetpres.org,www.olivestreetpres.org,Rev,John Orlando ,
Manor Presbyterian Church,Cochranville,PA,United States ,610-869-2402,office@manorpresbyterian.com,www.manorpresbyterian.com,Rev,Daniel Henderson ,
Christ The King Presbyterian Church,Conshohocken,PA,United States ,610-828-2415,admin@christthekingpca.org,www.christthekingpca.org,Rev,Eric C Huber,
Disciple Community Church in Philadelphia,Conshohocken,PA,United States ,610-397-0297,pjcree@hotmail.com,-,Rev,Jungchul Ree ,
Darlington Reformed Presbyterian Church,Darlington,PA,United States ,724-827-2517,Church1349@soapboxsuperapp.com,-,Rev,Jeffrey C Noyes,
First Korean Church in PCA,Dillsburg,PA,United States ,717-432-8637,firstkoreanch@gmail.com,www.fkch.org,Rev,Jikwang David Kim ,
Covenant Presbyterian Church,Doylestown,PA,United States ,267-880-3713,office@covenantdoylestown.org,www.covenantdoylestown.org,Rev,Steven J Huber,
Nak Won Presbyterian Mission,Dresher,PA,United States ,215-646-3887,hyungchoi1955@gmail.com,-,Rev,Hyung Kwan Choi ,
New Life Presbyterian Church,Dresher,PA,United States ,215-641-1100,newlife@newlifedresher.org,www.newlifedresher.org,Rev,Anthony Gammage ,
Grace and Truth Church of Dubois,DuBois,PA,United States ,814-661-2033,office@grpcdubois.net,gracetruthchurch.org,Rev,Derek William Miller ,
Bridge Community Church,Easton,PA,United States ,610-357-3491,tim.gorbey@gmail.com,bridgeeaston.org,Rev,Timothy Gorbey ,
View Crest Presbyterian Church,Eighty Four,PA,United States ,724-941-9772,office@viewcrestchurch.org,www.viewcrestchurch.org,Rev,Shaun M Nolan,
Berean Presbyterian Church,Ellwood City,PA,United States ,724-758-7671,berean@zoominternet.net,www.bereanpca.org,Rev,Cody Hooper ,
